Parceiro;Procedimento;Valor_particular;Valor_repasse;Data da atualização;Valor_venda;Valor_Promoção;Sem_Nota;CÓDIGO
Anestesista Mateus;Otoplastia; R$ 1.287,00 ; R$ 1.287,00 ;15/05/2025;;;;Anestesista MateusOtoplastia
Anestesista Mateus;Blefaroplastia Superior + Inferior; R$ 1.650,00 ; R$ 1.650,00 ;15/05/2025;;;;Anestesista MateusBlefaroplastia Superior + Inferior
Anestesista Mateus;Blefaroplastia Superior; R$ 1.188,00 ; R$ 1.188,00 ;15/05/2025;;;;Anestesista MateusBlefaroplastia Superior
Anestesista Mateus;Blefaroplastia Inferior; R$ 1.188,00 ; R$ 1.188,00 ;15/05/2025;;;;Anestesista MateusBlefaroplastia Inferior
Anestesista Mateus;Lifting Coxa; R$ 2.200,00 ; R$ 2.200,00 ;15/05/2025;;;;Anestesista MateusLifting Coxa
Anestesista Mateus;Lifting Braço; R$ 2.000,00 ; R$ 2.000,00 ;09/07/2027;;;;Anestesista MateusLifting Braço
Anestesista Mateus;Lipo de Braço; R$ 770,00 ; R$ 770,00 ;22/05/2025;;;;Anestesista MateusLipo de Braço
Anestesista Mateus;Lipo de Papada com Enxertia em Face; R$ 1.650,00 ; R$ 1.650,00 ;22/05/2025;;;;Anestesista MateusLipo de Papada com Enxertia em Face
Anestesista Mateus;Ninfoplastia Com Enxertia De Gordura; R$ 1.540,00 ; R$ 1.540,00 ;15/05/2025;;;;Anestesista MateusNinfoplastia Com Enxertia De Gordura
Anestesista Mateus;Mamoplastia De Aumento + Lipo Pequena; R$ 3.835,00 ; R$ 3.835,00 ;15/05/2025;;;;Anestesista MateusMamoplastia De Aumento + Lipo Pequena
Anestesista Mateus;Mini Abdominoplastia + Lipo Média 2 A 4 Horas; R$ 2.860,00 ; R$ 2.860,00 ;15/05/2025;;;;Anestesista MateusMini Abdominoplastia + Lipo Média 2 A 4 Horas
Anestesista Mateus;Lipoescutura + Mini Abdome + Enxertia; R$ 2.860,00 ; R$ 2.860,00 ;22/05/2025;;;;Anestesista MateusLipoescutura + Mini Abdome + Enxertia
Anestesista Mateus;Lipoescultura com Enxertia + Lipo de Braço; R$ 3.014,00 ; R$ 3.014,00 ;22/05/2025;;;;Anestesista MateusLipoescultura com Enxertia + Lipo de Braço
Anestesista Mateus;Lipoescultura + Abdome + Prótese; R$ 4.686,00 ; R$ 4.686,00 ;22/05/2025;;;;Anestesista MateusLipoescultura + Abdome + Prótese
Anestesista Mateus;Lipoescultura; R$ 2.574,00 ; R$ 2.574,00 ;15/05/2025;;;;Anestesista MateusLipoescultura
Anestesista Mateus;Lipoescultura Com Laser; R$ 2.574,00 ; R$ 2.574,00 ;15/05/2025;;;;Anestesista MateusLipoescultura Com Laser
Hospital Neurocardio;Abdominoplastia; R$ 3.200,00 ; R$ 3.200,00 ;;;;;Hospital NeurocardioAbdominoplastia
Hospital Neurocardio;Abdominoplastia + Hérnia; R$ 5.060,00 ; R$ 5.060,00 ;;;;;Hospital NeurocardioAbdominoplastia + Hérnia
Hospital Neurocardio;Abdominoplastia + Lipo De Cintura; R$ 4.650,00 ; R$ 4.650,00 ;;;;;Hospital NeurocardioAbdominoplastia + Lipo De Cintura
Hospital Neurocardio;Abdominoplastia + Lipo De Cintura + Costa; R$ 5.800,00 ; R$ 5.800,00 ;;;;;Hospital NeurocardioAbdominoplastia + Lipo De Cintura + Costa
Hospital Neurocardio;Abdominoplastia + Lipo Média+ Hérnia; R$ 3.600,00 ; R$ 3.600,00 ;;;;;Hospital NeurocardioAbdominoplastia + Lipo Média+ Hérnia
Hospital Neurocardio;Abdominoplastia + Lipo de Cintura + Enxertia; R$ 4.650,00 ; R$ 4.650,00 ;;;;;Hospital NeurocardioAbdominoplastia + Lipo de Cintura + Enxertia
Hospital Neurocardio;Abdominoplastia + Ninfoplastia;;;;;;;Hospital NeurocardioAbdominoplastia + Ninfoplastia
Hospital Neurocardio;Abdominoplastia Em Ancora; R$ 2.900,00 ; R$ 2.900,00 ;;;;;Hospital NeurocardioAbdominoplastia Em Ancora
Hospital Neurocardio;Blefaroplastia Inferior; R$ 1.500,00 ; R$ 1.500,00 ;;;;;Hospital NeurocardioBlefaroplastia Inferior
Hospital Neurocardio;Blefaroplastia Superior; R$ 1.500,00 ; R$ 1.500,00 ;;;;;Hospital NeurocardioBlefaroplastia Superior
Hospital Neurocardio;Blefaroplastia Superior + Inferior; R$ 2.340,00 ; R$ 2.340,00 ;;;;;Hospital NeurocardioBlefaroplastia Superior + Inferior
Hospital Neurocardio;Blefaroplastia Superior + Inferior + Cantopexia Ou Cantoplastia; R$ 2.340,00 ; R$ 2.340,00 ;;;;;Hospital NeurocardioBlefaroplastia Superior + Inferior + Cantopexia Ou Cantoplastia
Hospital Neurocardio;Braquioplastia; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioBraquioplastia
Hospital Neurocardio;Cruroplastia; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioCruroplastia
Hospital Neurocardio;Enxertia De Glúteo; R$ 900,00 ; R$ 900,00 ;;;;;Hospital NeurocardioEnxertia De Glúteo
Hospital Neurocardio;Ginecomastia; R$ 3.800,00 ; R$ 3.800,00 ;;;;;Hospital NeurocardioGinecomastia
Hospital Neurocardio;Ginecomastia Com Lipo De Peitoral; R$ 3.800,00 ; R$ 3.800,00 ;;;;;Hospital NeurocardioGinecomastia Com Lipo De Peitoral
Hospital Neurocardio;Lifting Coxa; R$ 3.500,00 ; R$ 2.700,00 ;;;;;Hospital NeurocardioLifting Coxa
Hospital Neurocardio;Lifting Facial; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLifting Facial
Hospital Neurocardio;Lipo Safer (Abdômen E Flancos); R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen E Flancos)
Hospital Neurocardio;Lipo Safer (Abdômen E Flancos) +Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen E Flancos) +Enxertia
Hospital Neurocardio;Lipo Safer (Abdômen, Flancos ) Abdominoplastia; R$ 4.650,00 ; R$ 4.650,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen, Flancos ) Abdominoplastia
Hospital Neurocardio;Lipo Safer (Abdômen, Flancos e costas); R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen, Flancos e costas)
Hospital Neurocardio;Lipo Safer (Abdômen, Flancos e costas) + Enxertia de glutéo; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen, Flancos e costas) + Enxertia de glutéo
Hospital Neurocardio;Lipo Safer (Abdômen, Flancos E Costas) + Enxertia +Abdominoplastia; R$ 4.650,00 ; R$ 4.650,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen, Flancos E Costas) + Enxertia +Abdominoplastia
Hospital Neurocardio;Lipo Safer (Abdômen, Flancos, Costas, Braços, Coxas e Monte De Vênus) + Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipo Safer (Abdômen, Flancos, Costas, Braços, Coxas e Monte De Vênus) + Enxertia
Hospital Neurocardio;Lipoaspiração De Abdome Com Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiração De Abdome Com Enxertia
Hospital Neurocardio;Lipoaspiracão De Abdome E Dorso Com Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiracão De Abdome E Dorso Com Enxertia
Hospital Neurocardio;Lipoaspiracão De Abdome E Dorso Sem Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiracão De Abdome E Dorso Sem Enxertia
Hospital Neurocardio;Lipoaspiração De Abdome Sem Enxertia; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiração De Abdome Sem Enxertia
Hospital Neurocardio;Abdominoplastia + lipoescultura; R$ 5.740,00 ; R$ 5.740,00 ;28/05/2025;;;;Hospital NeurocardioAbdominoplastia + lipoescultura
Hospital Neurocardio;Abdominoplastia + Lipoescultura+Enxertia de Glutéo; R$ 6.640,00 ; R$ 6.640,00 ;28/05/2025;;;;Hospital NeurocardioAbdominoplastia + Lipoescultura+Enxertia de Glutéo
Hospital Neurocardio;Lipoaspiração De Papada; R$ 700,00 ; R$ 700,00 ;;;;;Hospital NeurocardioLipoaspiração De Papada
Hospital Neurocardio;Lipoaspiração Média 2 A 4 Horas; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiração Média 2 A 4 Horas
Hospital Neurocardio;Lipoaspiracão Pequena (Ex: Braços Ou Coxas Ou Axilas + Torax); R$ 1.500,00 ; R$ 1.500,00 ;;;;;Hospital NeurocardioLipoaspiracão Pequena (Ex: Braços Ou Coxas Ou Axilas + Torax)
Hospital Neurocardio;Lipoaspiração Pequena Até 2 Horas; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoaspiração Pequena Até 2 Horas
Hospital Neurocardio;Lipoescultura; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoescultura
Hospital Neurocardio;Lipoescultura Com Laser; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioLipoescultura Com Laser
Hospital Neurocardio;Mamoplastia De Aumento; R$ 3.500,00 ; R$ 3.500,00 ;;;;;Hospital NeurocardioMamoplastia De Aumento
Hospital Neurocardio;Mamoplastia De Aumento + Lipo Pequena;;;;;;;Hospital NeurocardioMamoplastia De Aumento + Lipo Pequena
Hospital Neurocardio;Mamoplastia De Aumento Submuscular Estruturada; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMamoplastia De Aumento Submuscular Estruturada
Hospital Neurocardio;Mamoplastia Redutora; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMamoplastia Redutora
Hospital Neurocardio;Mamoplastia Redutora Com Prótese; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMamoplastia Redutora Com Prótese
Hospital Neurocardio;Mastopexia Com Prótese; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMastopexia Com Prótese
Hospital Neurocardio;Mastopexia Com Protese Multiplanos Em L; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMastopexia Com Protese Multiplanos Em L
Hospital Neurocardio;Mastopexia Sem Prótese; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMastopexia Sem Prótese
Hospital Neurocardio;Mini Abdominoplastia + Lipo De Cintura; R$ 4.050,00 ; R$ 4.050,00 ;;;;;Hospital NeurocardioMini Abdominoplastia + Lipo De Cintura
Hospital Neurocardio;Mini Abdominoplastia + Lipo Média 2 A 4 Horas; R$ 3.300,00 ; R$ 3.300,00 ;;;;;Hospital NeurocardioMini Abdominoplastia + Lipo Média 2 A 4 Horas
Hospital Neurocardio;Miniabdominoplastia; R$ 2.900,00 ; R$ 2.900,00 ;;;;;Hospital NeurocardioMiniabdominoplastia
Hospital Neurocardio;Ninfoplastia; R$ 3.200,00 ; R$ 3.200,00 ;;;;;Hospital NeurocardioNinfoplastia
Hospital Neurocardio;Ninfoplastia Com Enxertia De Gordura; R$ 3.200,00 ; R$ 3.200,00 ;;;;;Hospital NeurocardioNinfoplastia Com Enxertia De Gordura
Hospital Neurocardio;Parto Cesárea; R$ 1.800,00 ; R$ 1.800,00 ;26/06/2025;;;;Hospital NeurocardioParto Cesárea
Hospital Neurocardio;Ninfoplastia Pequenos Lábios; R$ 3.200,00 ; R$ 3.200,00 ;;;;;Hospital NeurocardioNinfoplastia Pequenos Lábios
Hospital Neurocardio;Otoplastia; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioOtoplastia
Hospital Neurocardio;Rinoplastia; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioRinoplastia
Hospital Neurocardio;Rinoplastia C/ Retirada De Costela; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioRinoplastia C/ Retirada De Costela
Hospital Neurocardio;Rinoplastia Com Cartilagem Costal; R$ 2.600,00 ; R$ 2.600,00 ;;;;;Hospital NeurocardioRinoplastia Com Cartilagem Costal
Hospital Memorial;Correção de cicatriz ; R$ 1.800,00 ; R$ 1.800,00 ;09/07/2025;;;;Hospital MemorialCorreção de cicatriz 
Hospital Memorial;Exérese de retirada de sinal; R$ 1.200,00 ; R$ 1.200,00 ;09/07/2025;;;;Hospital MemorialExérese de retirada de sinal
Hospital Memorial;Lipo Safer (Abdômen, Flancos, Costas, Braços, Coxas e Monte De Vênus) + Enxertia; R$ 5.280,00 ; R$ 5.280,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos, Costas, Braços, Coxas e Monte De Vênus) + Enxertia
Hospital Memorial;Lipo Safer (Abdômen, Flancos e costas) + Enxertia; R$ 4.900,00 ; R$ 4.900,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos e costas) + Enxertia
Hospital Memorial;Lipo Safer (Abdômen, Flancos e costas); R$ 3.960,00 ; R$ 3.960,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos e costas)
Hospital Memorial;Lipo Safer (Abdômen, Flancos e Dorso) + Braço; R$ 6.360,00 ; R$ 6.360,00 ;09/07/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos e Dorso) + Braço
Hospital Memorial;Lipo Safer (Abdômen E Flancos) +Enxertia; R$ 3.540,00 ; R$ 3.720,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen E Flancos) +Enxertia
Hospital Memorial;Lipo Safer (Abdômen E Flancos); R$ 2.640,00 ; R$ 2.640,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen E Flancos)
Hospital Memorial;Lipo Safer (Abdômen, Flancos E Costas) + Enxertia +Abdominoplastia; R$ 6.800,00 ; R$ 6.800,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos E Costas) + Enxertia +Abdominoplastia
Hospital Memorial;Lipo Safer (Abdômen, Flancos ) Abdominoplastia; R$ 5.280,00 ; R$ 5.280,00 ;22/05/2025;;;;Hospital MemorialLipo Safer (Abdômen, Flancos ) Abdominoplastia
Hospital Memorial;Lipo  Safer (360° - Abdome // Flancos // Lombar); R$ 3.960,00 ; R$ 3.960,00 ;;;;;
Hospital Memorial;Dorsoplastia; R$ 3.600,00 ; R$ 3.600,00 ;09/07/2025;;;;Hospital MemorialDorsoplastia
Hospital Memorial;Minidermo; R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialMinidermo
Hospital Memorial;Pequena cirurgia sem internação ; R$ 2.000,00 ; R$ 2.000,00 ;09/07/2025;;;;Hospital MemorialPequena cirurgia sem internação 
Hospital Memorial;Mamoplastia Redutora; R$ 3.360,00 ; R$ 3.360,00 ;;;;;
Hospital Memorial;Mamoplastia Redutora Com Prótese + Lipo de Axila; R$ 4.380,00 ; R$ 4.380,00 ;;;;;Hospital MemorialMamoplastia Redutora Com Prótese + Lipo de Axila
Hospital Memorial;Mamoplastia Redutora Com Prótese; R$ 3.360,00 ; R$ 3.360,00 ;;;;;Hospital MemorialMamoplastia Redutora Com Prótese
Hospital Memorial;Mastopexia Com Protese Multiplanos Em L; R$ 3.360,00 ; R$ 3.360,00 ;09/07/2025;;;;Hospital MemorialMastopexia Com Protese Multiplanos Em L
Hospital Memorial;Mamoplastia De Aumento Submuscular Estruturada; R$ 3.360,00 ; R$ 3.360,00 ;;;;;Hospital MemorialMamoplastia De Aumento Submuscular Estruturada
Hospital Memorial;Mamoplastia De Aumento; R$ 3.360,00 ; R$ 3.360,00 ;09/07/2025;;;;Hospital MemorialMamoplastia De Aumento
Hospital Memorial;Mamoplastia Redutora; R$ 3.360,00 ; R$ 3.360,00 ;09/07/2025;;;;Hospital MemorialMamoplastia Redutora
Hospital Memorial;Mastopexia Com Prótese; R$ 3.360,00 ; R$ 3.360,00 ;09/07/2025;;;;Hospital MemorialMastopexia Com Prótese
Hospital Memorial;Mastopexia Sem Prótese; R$ 3.360,00 ; R$ 3.360,00 ;09/07/2025;;;;Hospital MemorialMastopexia Sem Prótese
Hospital Memorial;Mentoplastia; R$ 3.200,00 ; R$ 3.200,00 ;09/07/2025;;;;Hospital MemorialMentoplastia
Hospital Memorial;Flancoplastia; R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialFlancoplastia
Hospital Memorial;Ginecomastia; R$ 2.900,00 ; R$ 2.900,00 ;09/07/2025;;;;Hospital MemorialGinecomastia
Hospital Memorial;Ginecomastia Com Lipo De Peitoral; R$ 2.900,00 ; R$ 2.900,00 ;;;;;Hospital MemorialGinecomastia Com Lipo De Peitoral
Hospital Memorial;Cervicoplastia (Pescoço); R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialCervicoplastia (Pescoço)
Hospital Memorial;Abdominoplastia; R$ 3.960,00 ; R$ 3.960,00 ;09/07/2025;;;;Hospital MemorialAbdominoplastia
Hospital Memorial;Abdominoplastia + Lipo de Cintura; R$ 6.360,00 ; R$ 6.360,00 ;09/07/2027;;;;Hospital MemorialAbdominoplastia + Lipo de Cintura
Hospital Memorial;Abdominoplastia Em Ancora; R$ 3.960,00 ; R$ 3.960,00 ;;;;;Hospital MemorialAbdominoplastia Em Ancora
Hospital Memorial;Miniabdominoplastia; R$ 3.960,00 ; R$ 3.960,00 ;22/05/2025; OBS.: Milene ira verificar o valor ;;;Hospital MemorialMiniabdominoplastia
Hospital Memorial;Face completa; R$ 4.560,00 ; R$ 4.560,00 ;09/07/2025;;;;
Hospital Memorial;Lipo de Axila; R$ 2.040,00 ; R$ 2.040,00 ;09/07/2025;;;;Hospital MemorialLipo de Axila
Hospital Memorial;Lipoaspiração; R$ 2.640,00 ; R$ 2.640,00 ;09/07/2025;;;;Hospital MemorialLipoaspiração
Hospital Memorial;Lipo Pequena de Cintura (realizado com outro procedimento); R$ 2.400,00 ; R$ 2.400,00 ;09/07/2025;;;;Hospital MemorialLipo Pequena de Cintura (realizado com outro procedimento)
Hospital Memorial;Lipoaspiração De Papada; R$ 2.640,00 ; R$ 2.640,00 ;22/05/2025;;;;Hospital MemorialLipoaspiração De Papada
Hospital Memorial;Lipoaspiracão Pequena (Ex: Braços Ou Coxas Ou Axilas + Torax); R$ 3.880,00 ; R$ 3.880,00 ;22/05/2025;;;;Hospital MemorialLipoaspiracão Pequena (Ex: Braços Ou Coxas Ou Axilas + Torax)
Hospital Memorial;Lipoaspiração De Abdome Sem Enxertia; R$ 2.640,00 ; R$ 2.640,00 ;22/05/2025;;;;Hospital MemorialLipoaspiração De Abdome Sem Enxertia
Hospital Memorial;Lipoaspiração De Abdome Com Enxertia; R$ 3.720,00 ; R$ 3.720,00 ;22/05/2025;;;;Hospital MemorialLipoaspiração De Abdome Com Enxertia
Hospital Memorial;Lipoaspiracão De Abdome E Dorso Sem Enxertia; R$ 5.040,00 ; R$ 5.040,00 ;22/05/2025;;;;Hospital MemorialLipoaspiracão De Abdome E Dorso Sem Enxertia
Hospital Memorial;Lipoaspiracão De Abdome E Dorso Com Enxertia; R$ 5.280,00 ; R$ 5.280,00 ;22/05/2025;;;;Hospital MemorialLipoaspiracão De Abdome E Dorso Com Enxertia
Hospital Memorial;Otoplastia; R$ 2.400,00 ; R$ 2.400,00 ;09/07/2025;;;;Hospital MemorialOtoplastia
Hospital Memorial;Blefaroplastia Superior; R$ 1.800,00 ; R$ 1.800,00 ;09/07/2025;;;;Hospital MemorialBlefaroplastia Superior
Hospital Memorial;Blefaroplastia Inferior; R$ 1.800,00 ; R$ 1.800,00 ;09/07/2025;;;;Hospital MemorialBlefaroplastia Inferior
Hospital Memorial;Blefaroplastia Superior e Inferior; R$ 2.700,00 ; R$ 2.700,00 ;09/07/2025;;;;Hospital MemorialBlefaroplastia Superior e Inferior
Hospital Memorial;Blefaroplastia Superior + Inferior + Cantopexia Ou Cantoplastia; R$ 2.700,00 ; R$ 2.700,00 ;22/05/2025;;;;Hospital MemorialBlefaroplastia Superior + Inferior + Cantopexia Ou Cantoplastia
Hospital Memorial;Braquioplastia; R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialBraquioplastia
Hospital Memorial;Cruroplastia (Lifting de Coxas); R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialCruroplastia (Lifting de Coxas)
Hospital Memorial;Enxertia de Gluteo; R$ 2.160,00 ; R$ 2.160,00 ;09/07/2025;;;;Hospital MemorialEnxertia de Gluteo
Hospital Memorial;Lifting Facial; R$ 4.560,00 ; R$ 4.560,00 ;22/05/2025;;;;Hospital MemorialLifting Facial
Hospital Memorial;Protese de Mama; R$ 2.640,00 ; R$ 2.640,00 ;09/07/2025;;;;Hospital MemorialProtese de Mama
Hospital Memorial;Protese de Gluteo; R$ 3.600,00 ; R$ 3.600,00 ;09/07/2025;;;;Hospital MemorialProtese de Gluteo
Hospital Memorial;Rinoplastia; R$ 2.640,00 ; R$ 2.640,00 ;09/07/2025;;;;Hospital MemorialRinoplastia
Hospital Memorial;Rinoplastia Com Cartilagem Costal; R$ 2.640,00 ; R$ 2.640,00 ;;;;;Hospital MemorialRinoplastia Com Cartilagem Costal
Hospital Memorial;Ninfoplastia; R$ 3.240,00 ; R$ 3.240,00 ;09/07/2025;;;;Hospital MemorialNinfoplastia
Hospital Cirurgia Plastica;Abdominoplastia + Lipo de Cintura; R$ 4.700,00 ; R$ 4.700,00 ;04/08/2025;;;;Hospital Cirurgia PlasticaAbdominoplastia + Lipo de Cintura
Hospital Cirurgia Plastica;Mamoplastia Sem Protese; R$ 3.400,00 ; R$ 3.400,00 ;04/08/2025;;;;Hospital Cirurgia PlasticaMamoplastia Sem Protese
Hospital Cirurgia Plastica;Mamoplastia Com Protese; R$ 3.400,00 ; R$ 3.400,00 ;04/08/2025;;;;Hospital Cirurgia PlasticaMamoplastia Com Protese
Hospital Cirurgia Plastica;Lipoescultura; R$ 5.390,00 ; R$ 5.390,00 ;04/08/2025;;;;Hospital Cirurgia PlasticaLipoescultura
Anestesista Salvador;Lipoescultura; R$ 4.000,00 ; R$ 4.000,00 ;04/08/2025;;;;Anestesista SalvadorLipoescultura
Anestesista Salvador;Abdominoplastia + Lipo de Cintura; R$ 2.000,00 ; R$ 2.000,00 ;04/08/2025;;;;Anestesista SalvadorAbdominoplastia + Lipo de Cintura
Anestesista Salvador;Mamoplastia Sem Protese; R$ 1.950,00 ; R$ 1.950,00 ;04/08/2025;;;;Anestesista SalvadorMamoplastia Sem Protese
Anestesista Salvador;Mamoplastia Com Protese; R$ 1.950,00 ; R$ 1.950,00 ;04/08/2025;;;;Anestesista SalvadorMamoplastia Com Protese
Corpus Cirurgica;Sutia Sicostura Lav. ; R$ 200,00 ; R$ 91,00 ;30/07/2025;;;;Corpus CirurgicaSutia Sicostura Lav. 
Corpus Cirurgica;Cinta Macaquinho ; R$ 450,00 ; R$ 198,00 ;30/07/2025;;;;Corpus CirurgicaCinta Macaquinho 
Corpus Cirurgica;Meia Compressiva; R$ 120,00 ; R$ 84,00 ;30/07/2025;;;;Corpus CirurgicaMeia Compressiva
Corpus Cirurgica;Kit Placas ; R$ 330,00 ; R$ 222,00 ;30/07/2025;;;;Corpus CirurgicaKit Placas 
Motiva Implantes Brasil;Prótese ; R$ 3.600,00 ; R$ 3.200,00 ;23/05/2025;;;;Motiva Implantes BrasilPrótese 
Doron;RENUVION,ARGO4; R$ 8.000,00 ; R$ 8.000,00 ;23/05/2025;;;;DoronRENUVION,ARGO4
Doron;Protetor / Tala Cóccix 30x35 cm; R$ 190,00 ; R$ 160,00 ;23/05/2025;;;;DoronProtetor / Tala Cóccix 30x35 cm
Doron;Meia de compressão antitrombo; R$ 150,00 ; R$ 120,00 ;09/07/2025;;;;DoronMeia de compressão antitrombo
Doron;Macaquinho Pós Cirúrgico; R$ 500,00 ; R$ 400,00 ;23/05/2025;;;;DoronMacaquinho Pós Cirúrgico
Doron;Kit de placas pós cirúrgico; R$ 330,00 ; R$ 280,00 ;23/05/2025;;;;DoronKit de placas pós cirúrgico
Doron;Fita adesiva pós cirúrgica; R$ 85,00 ; R$ 69,00 ;23/05/2025;;;;DoronFita adesiva pós cirúrgica
Noxx;Clexane; R$ 45,00 ; R$ 30,00 ;23/05/2025;;;;NoxxClexane
Doron;Bota de Compressão Pneumática; R$ 300,00 ; R$ 300,00 ;23/05/2025;;;;DoronBota de Compressão Pneumática
Doron;Sutiã pós cirúrgico; R$ 200,00 ; R$ 165,00 ;23/05/2025;;;;DoronSutiã pós cirúrgico
Doron;Tala dorsal cóccix semi rígida 19x32 cm; R$ 150,00 ; R$ 120,00 ;23/05/2025;;;;DoronTala dorsal cóccix semi rígida 19x32 cm
Doron;Cola; R$ 1.187,50 ; R$ 950,00 ;09/07/2025;;;;DoronCola
Maria Luiza Reis;10 Sessões + Intraoperatório Mama; R$ 1.968,75 ; R$ 1.575,00 ;23/05/2025;;;;Maria Luiza Reis10 Sessões + Intraoperatório Mama
Maria Luiza Reis;5 Sessões + Intraoperatório Mama; R$ 1.250,00 ; R$ 1.000,00 ;23/05/2025;;;;Maria Luiza Reis5 Sessões + Intraoperatório Mama
Maria Luiza Reis;10 Sessões + Intraoperatório Corporal; R$ 2.500,00 ; R$ 2.000,00 ;23/05/2025;;;;Maria Luiza Reis10 Sessões + Intraoperatório Corporal
Beatriz Vidal;Pós Operatório Lipo + Mastopexia; R$ 2.800,00 ; R$ 2.500,00 ;23/05/2025;;;;Beatriz VidalPós Operatório Lipo + Mastopexia
Beatriz Vidal;Pós Operatorio Lipoabdominoplastia 5 Sessões; R$ 2.800,00 ; R$ 2.500,00 ;23/05/2025;;;;Beatriz VidalPós Operatorio Lipoabdominoplastia 5 Sessões
Beatriz Vidal;Pós Operatorio Mama 5 Sessões; R$ 2.500,00 ; R$ 2.000,00 ;23/05/2025;;;;Beatriz VidalPós Operatorio Mama 5 Sessões
Marilia Gabriela;Pós Operatório Mama 5 Sessões; R$ 1.000,00 ; R$ 500,00 ;23/05/2025;;;;Marilia GabrielaPós Operatório Mama 5 Sessões
Marilia Gabriela;Pós Operatório Lipoescultura + Abdomên 12 Sessões; R$ 2.000,00 ; R$ 1.400,00 ;23/05/2025;;;;Marilia GabrielaPós Operatório Lipoescultura + Abdomên 12 Sessões
Instrumentação Joana Cariri;Instrumentação abdominoplastia; R$ 400,00 ; R$ 400,00 ;23/05/2025;;;;Instrumentação Joana CaririInstrumentação abdominoplastia
Instrumentação Joana Cariri;Instrumentação abdominoplastia + lipoescultura + com ou sem enxertia de glúteo; R$ 750,00 ; R$ 750,00 ;23/05/2025;;;;Instrumentação Joana CaririInstrumentação abdominoplastia + lipoescultura + com ou sem enxertia de glúteo
Instrumentação Joana Cariri;Instrumentação blefaroplastia inferior; R$ 400,00 ; R$ 400,00 ;23/05/2025;;;;Instrumentação Joana CaririInstrumentação blefaroplastia inferior
Instrumentação Joana Cariri;Instrumentação blefaroplastia superior; R$ 400,00 ; R$ 400,00 ;23/05/2025;;;;Instrumentação Joana CaririInstrumentação blefaroplastia superior
Instrumentação Joana Cariri;Instrumentação Lipo de Cintura + Abdominoplastia; R$ 750,00 ; R$ 750,00 ;23/05/2025;;;;Instrumentação Joana CaririInstrumentação Lipo de Cintura + Abdominoplastia
