PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Biolab,Exame,"LACTOSE, TESTE DE TOLERÂNCIA"," R$  40,00 "," R$  33,00 ","R$ 0,00"
Biolab,Exame,"LARVAS ( FEZES ), PESQUISA"," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,LEUCOGRAMA," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,"LEVEDURAS, PESQUISA"," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,LEVETIRACETAM," R$  600,00 "," R$  420,00 ","R$ 0,00"
Biolab,Exame,LIPASE," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,LIPOPROTEÍNA ( A ) – LP (A)," R$  60,00 "," R$  25,00 ","R$ 0,00"
Biolab,Exame,LÍTIO," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,MACROPROLACTINA," R$  40,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,MAGNÉSIO," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,MAGNÉSIO URINARIO," R$  15,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,MANGANÊS SERICO," R$  30,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,MANGANÊS URINARIO," R$  50,00 "," R$  33,00 ","R$ 0,00"
Biolab,Exame,"MERCURIO, SANGUE"," R$  50,00 "," R$  41,00 ","R$ 0,00"
Biolab,Exame,MICOLOGICO DIRETO," R$  31,00 "," R$  21,70 ","R$ 0,00"
Biolab,Exame,MICOPLASMA PNEUMONIAE – IGG," R$  89,00 "," R$  62,30 ","R$ 0,00"
Biolab,Exame,MICOPLASMA PNEUMONIAE – IGM," R$  89,00 "," R$  62,30 ","R$ 0,00"
Biolab,Exame,MICROALBUMINÚRIA," R$  20,00 "," R$  12,00 ","R$ 0,00"
Biolab,Exame,MICROALBUMINÚRIA (AMOSTRA 24H)," R$  30,00 "," R$  12,00 ","R$ 0,00"
Biolab,Exame,MICROALBUMINÚRIA AMOSTRA ISOLADA," R$  30,00 "," R$  12,00 ","R$ 0,00"
Biolab,Exame,MICROBIOMA INTESTINAL," R$  1.300,00 "," R$  910,00 ","R$ 0,00"
Biolab,Exame,"MITOCONDRIA, ANTI"," R$  45,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,"MONOCLUEOSE, ANTI – VCA ( EBV ) IGG- EPSTEIN BARR"," R$  40,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,"MONOCLUEOSE, ANTI – VCA ( EBV ) IGM EPSTEIN BARR"," R$  40,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,MUCOPROTEÍNAS," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,NTPROBNP	(PEPTIDEO NATRIURETICO)," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,OXALATO URINA DE 24H," R$  80,00 "," R$  56,00 ","R$ 0,00"
Biolab,Exame,OXALATO URINARIO," R$  54,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,OXCARBAMAZEPINA," R$  130,00 "," R$  110,00 ","R$ 0,00"
Biolab,Exame,PAAF (PUNÇÃO DE LÍQUIDOS) A CADA 5 LÂMINAS," R$  370,00 "," R$  259,00 ","R$ 0,00"
Biolab,Exame,PAAF (PUNÇÃO DE LÍQUIDOS) POR LAMINA A MAIS," R$  100,00 "," R$  70,00 ","R$ 0,00"
Biolab,Exame,PAINEL PARA PESQUISA AUTO ANTICORPOS PRESENTES EM MIOSITES - FLEURY," R$  640,00 "," R$  448,00 ","R$ 0,00"
Biolab,Exame,PARASITOLÓGICO 1ª AMOSTRA," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,PARASITOLÓGICO 2ª AMOSTRA," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,PARASITOLÓGICO 3ª AMOSTRA," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,PEÇA CIRÚRGICA - ANÁTOMO PATOLÓGICO ( ACIMA DE 3 CM )," R$  450,00 "," R$  315,00 ","R$ 0,00"
Biolab,Exame,PEPTÍDEO C," R$  40,00 "," R$  22,00 ","R$ 0,00"
Biolab,Exame,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS RUBEOLA," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS RUBEOLA," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,PESQUISA DE CELULAS LE," R$  52,00 "," R$  36,40 ","R$ 0,00"
Biolab,Exame,"PLAQUETAS, CONTAGEM"," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,PNEUMOCOCOS ANTI SOROTIPOS 23," R$  400,00 "," R$  280,00 ","R$ 0,00"
Biolab,Exame,PNEUMOCOCOS IGG," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,POTÁSSIO," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,POTASSIO ," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,POTÁSSIO URINÁRIO - AMOSTRA ISOLADA," R$  15,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,POTASSIO URINÁRIO (URINA 24H)," R$  15,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,PROBNP - N-TERMINAL," R$  300,00 "," R$  181,00 ","R$ 0,00"
Biolab,Exame,PROCALCITONINA," R$  240,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,PROGESTERONA," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,PROLACTINA," R$  30,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,PROTEINA C - ANTIGENICA," R$  450,00 "," R$  315,00 ","R$ 0,00"
Biolab,Exame,PROTEINA C - FUNCIONAL," R$  120,00 "," R$  84,00 ","R$ 0,00"
Biolab,Exame,"PROTEÍNA C REATIVA, QUANTITATIVA"," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,PROTEÍNA DE 24 H," R$  20,00 "," R$  10,00 ","R$ 0,00"
Biolab,Exame,PROTEINA LIGADORA IGF-I TIPO 3 (IGFBP)," R$  70,00 "," R$  63,00 ","R$ 0,00"
Biolab,Exame,PROTEINA S - ANTIGENICA / TOTAL 450," R$  250,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,PROTEINA S FUNCIONAL," R$  200,00 "," R$  140,00 ","R$ 0,00"
Biolab,Exame,"PROTEÍNA S LIVRE, DOSAGEM"," R$  317,00 "," R$  221,19 ","R$ 0,00"
Biolab,Exame,PROTEÍNAS TOTAIS," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,PROTEÍNAS TOTAIS E FRAÇÕES," R$  25,00 "," R$  8,00 ","R$ 0,00"
Biolab,Exame,PROVA COPROLÓGICA FUNCIONAL," R$  80,00 "," R$  56,00 ","R$ 0,00"
Biolab,Exame,PROVA DO LAÇO," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,PSA LIVRE - ANTÍGENO ESPECÍFICO PROSTÁTICO LIVRE," R$  40,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,PSA TOTAL ANTÍGENO ESPECÍFICO PROSTÁTICO TOTAL," R$  40,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,PTH - PARATORMÔNIO," R$  40,00 "," R$  25,00 ","R$ 0,00"
Biolab,Exame,RELAÇÃO PROTEINA/CREATININA URINÁRIA," R$  30,00 "," R$  13,00 ","R$ 0,00"
Biolab,Exame,RELAÇÃO PSA LIVRE/PSA TOTAL," R$  80,00 "," R$  56,00 ","R$ 0,00"
Biolab,Exame,RENINA," R$  90,00 "," R$  80,00 ","R$ 0,00"
Biolab,Exame,RETICULINA. ANTICORPO ANTI," R$  100,00 "," R$  70,00 ","R$ 0,00"
Biolab,Exame,"RETICULÓCITOS, CONTAGEM"," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,RETRAÇÃO DO COÁGULO," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,RISTOCETINA COFATOR," R$  400,00 "," R$  280,00 ","R$ 0,00"
Biolab,Exame,RUBÉOLA – IGG," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,RUBÉOLA – IGM," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,"SANGUE OCULTO, PESQUISA"," R$  20,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,SCHISTOSOMOSE – IGG," R$  70,00 "," R$  49,00 ","R$ 0,00"
Biolab,Exame,"SELÊNIO, SORO"," R$  50,00 "," R$  36,00 ","R$ 0,00"
Biolab,Exame,"SELÊNIO, URINA 24 HORAS"," R$  250,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,SEROTONINA," R$  80,00 "," R$  62,00 ","R$ 0,00"
Biolab,Exame,SEROTONINA URINÁRIA," R$  113,00 "," R$  79,10 ","R$ 0,00"
Biolab,Exame,SHBG - GLOBULINA LIGADORA HORMONIOS SEXUAL," R$  87,00 "," R$  59,00 ","R$ 0,00"
Biolab,Exame,SÍFILIS – FTA – ABS - IGG," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,SÍFILIS – FTA – ABS - IGM," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,SÍFILIS – VDRL," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,SÓDIO," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,SÓDIO URINÁRIO," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,SÓDIO URINÁRIO 24 H," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,SOMATOMEDINA C ( IGF1)," R$  90,00 "," R$  27,00 ","R$ 0,00"
Biolab,Exame,SULFATO DE DEHIDROEPIANDROSTERONA( S-DHEA )," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,"SUMÁRIO DE URINA ( CARACTERES FÍSICOS, ELEMENTOS ANORMAIS E SEDIMENTOSCOPIA )"," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,T3 - TRIIODOTIRONINA," R$  30,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,T3 LIVRE - TRIIODOTIRONINA," R$  30,00 "," R$  9,00 ","R$ 0,00"
Biolab,Exame,T3 RETENÇÃO - TRIIODOTIRONINA," R$  230,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,T3 REVERSO," R$  150,00 "," R$  100,00 ","R$ 0,00"
Biolab,Exame,T4 - TIROXINA LIVRE," R$  30,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,T4- TIROXINA," R$  30,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,TEMPO DE COAGULAÇÃO," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,TEMPO DE PROTROMBINA," R$  20,00 "," R$  8,00 ","R$ 0,00"
Biolab,Exame,TEMPO DE SANGRAMENTO ( DUKE )," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,TEMPO DE TROMBINA," R$  60,00 "," R$  42,00 ","R$ 0,00"
Biolab,Exame,TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA," R$  30,00 "," R$  13,00 ","R$ 0,00"
Biolab,Exame,"TESTE DO PEZINHO MASTER ( FENILALANINA, T4,GLICOSE 6 FOSFATO DESIDROGENASE, SÍFILIS - ANTICORPOS TOTAIS,CHAGAS ANTICORPOS TOTAIS,CITOMEGALOVÍRUS IGM,CROMATOGRAFIA DE AMINOÁCIDOS,TSH,HEMOGLOBINOPATIAS:,17 HIDROXIPROGESTERONA,FIBROSE CÍSTICA,GALACTOSE,TOXOPLASMOSE IGM, RUBÉOLA IGM, ATIVIDADE DA BIOTINIDASE"," R$  450,00 "," R$  315,00 ","R$ 0,00"
Biolab,Exame,TESTOSTERONA LIVRE," R$  30,00 "," R$  20,00 ","R$ 0,00"
Biolab,Exame,TESTOSTERONA TOTAL," R$  20,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,TGO - TRANSAMINASE OXALACÉTICA ( AMINOTRANSFERASEASPARTATO )," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,TGP - TRANSAMINASE PIRÚVICA ( AMINOTRANSFERASE DE ALANINA )," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,TIREOGLOBULINA," R$  50,00 "," R$  29,00 ","R$ 0,00"
Biolab,Exame,TOXOPLASMOSE- AVIDEZ," R$  100,00 "," R$  70,00 ","R$ 0,00"
Biolab,Exame,TOXOPLASMOSE -IGA M," R$  150,00 "," R$  105,00 ","R$ 0,00"
Biolab,Exame,TOXOPLASMOSE IGG," R$  30,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,TOXOPLASMOSE IGM," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,TRAB - ANTICORPO ANTI-RECEPTOR TSH," R$  110,00 "," R$  80,00 ","R$ 0,00"
Biolab,Exame,TRANSFERRINA," R$  20,00 "," R$  9,50 ","R$ 0,00"
Biolab,Exame,TRANSGLUTAMINASE TECIDUAL IGA," R$  80,00 "," R$  69,00 ","R$ 0,00"
Biolab,Exame,"TRANSGLUTAMINASE TECIDUAL IGG, ANTICORPO ANTI-TTG"," R$  110,00 "," R$  90,00 ","R$ 0,00"
Biolab,Exame,TRIGLICERÍDEOS," R$  10,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,TRIGLICERÍDEOS LIQUIDOS," R$  20,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,TROPONINA," R$  60,00 "," R$  45,00 ","R$ 0,00"
Biolab,Exame,TSH - HORMONIO TIREOESTIMULANTE," R$  30,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,UREIA," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,UREIA URINÁRIA," R$  20,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,UROBILINOGÊNIO - URINA," R$  14,00 "," R$  9,80 ","R$ 0,00"
Biolab,Exame,UROCULTURA COM ANTIBIOGRAMA," R$  70,00 "," R$  27,00 ","R$ 0,00"
Biolab,Exame,"VARICELA ZOSTER, IGG"," R$  80,00 "," R$  56,00 ","R$ 0,00"
Biolab,Exame,"VARICELA ZOSTER, IGM"," R$  80,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,VHS- VELOCIDADE DE HEMOSSEDIMENTAÇÃO," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,"VITAMINA “D” 25 HIDROXI, DOSAGEM ( VITAMINA D3 )"," R$  70,00 "," R$  49,00 ","R$ 0,00"
Biolab,Exame,"VITAMINA A, DOSAGEM - RIBOFLAVINA"," R$  158,00 "," R$  90,00 ","R$ 0,00"
Biolab,Exame,VITAMINA B1 TIAMINA," R$  267,00 "," R$  182,00 ","R$ 0,00"
Biolab,Exame,VITAMINA B12," R$  30,00 "," R$  19,00 ","R$ 0,00"
Biolab,Exame,VITAMINA B2 - RIBOFLAVINA," R$  289,00 "," R$  208,00 ","R$ 0,00"
Biolab,Exame,VITAMINA B5," R$  1.000,00 "," R$  700,00 ","R$ 0,00"
Biolab,Exame,VITAMINA C," R$  158,00 "," R$  99,00 ","R$ 0,00"
Biolab,Exame,"VITAMINA D 1,25- DIHIDROXI"," R$  120,00 "," R$  92,00 ","R$ 0,00"
Biolab,Exame,VITAMINA E," R$  148,00 "," R$  102,00 ","R$ 0,00"
Biolab,Exame,VITAMINA K," R$  500,00 "," R$  390,00 ","R$ 0,00"
Biolab,Exame,WAALER – ROSE ( FATOR REUMATOIDE )," R$  20,00 "," R$  12,00 ","R$ 0,00"
Biolab,Exame,"ZINCO, SORO"," R$  40,00 "," R$  24,00 ","R$ 0,00"
